last_step,rcp_number,rcp_name,rcp_method,rcp_keyword,rcp_allergy,rcp_type,rcp_ingredient,rcp_ingredient_cnt,rcp_cooktime,rcp_picture
11,90,또띠아토스트,굽기,일상,밀가루,빵,[재료] 또띠아 | 계란 | 베이컨( 정도) | 양파 | 체다슬라이스치즈 | 파슬리가루 | 설탕,7,10,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/31/9784ec294a256a56fe581420a54cd4131.jpg
8,91,고구마칩,굽기,다이어트,채소류,과자,[재료] 고구마,1,5,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/eff4f3a1b6c87064ca20674e1219976f.jpg
8,92,비빔라면,비빔,일상,가공식품류,면/만두,[재료] 라면사리 | 오이 | 참기름 | 깨소금 약간 [양념] 다진마늘 | 설탕 | 간장 | 고추장 | 올리고당,9,15,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/05/06e1d05436fbace4b684f8824a901f0e1.jpg
7,93,김치참치마요덮밥,비빔,일상,가공식품류,밥/죽/떡,[재료] 밥 | 참치 | 계란 | 김치 조금 | 김 [재료] 마요네즈. | 연겨자. | 데리야끼소스or돈까스소스 | 참기름. | 설탕. | 굴소스.,11,30,https://recipe1.ezmember.co.kr/cache/recipe/2016/09/01/484b1194a69d0b2da09014a25a9334de1.jpg
10,94,스팸동,조림,일상,가공식품류,밥/죽/떡,[필수재료] 밥 | 스팸 | 양파 | 달걀 [양념재료] 간장 | 설탕 | 맛술 | 물 [선택재료] 쪽파,9,30,https://recipe1.ezmember.co.kr/cache/recipe/2017/01/20/3fbc7dda0b3e51f4050beb056ceb59521.png
9,95,냉라면,끓이기,초스피드,가공식품류,면/만두,[재료] 콩나물 | 양파 | 라면 [양념] 라면스프 | 간장 | 식초 | 설탕 | 물 | 고추,9,15,https://recipe1.ezmember.co.kr/cache/recipe/2018/07/15/990da0f06cfec6127e43a655b55beba91.jpg
6,96,김치어묵탕,끓이기,일상,가공식품류,국/탕,[재료] 어묵 | 다시마 | 멸치 육수 | 대파 | 청양고추 | 김치 | 새우젓,7,15,https://recipe1.ezmember.co.kr/cache/recipe/2017/09/05/3e0d9017a4427d344135e84a455c91fe1.jpg
12,97,명란크림파스타,볶음,일상,해물류,면/만두,[재료] 스파게티면 | 명란젓 큰 것(약) | 우유+ | 생크림+ | 건고추(또는 청양고추) | 마늘 | 올리브유 | 구운김 약간 [양념] 후춧가루 약간 | 소금 약간,10,30,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/19/8e67baf6956369c5144ef00adf2ea89e.jpg
5,98,샐러드소스,기타,일상,기타,양념/소스/잼,[재료] 흑임자(검은깨) | 참깨 | 마요네즈 | 두유 적당량 | 땅콩쨈. | 레몬즙 | 설탕 | 소금 약간,8,10,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/22/81480b7eb258db1268abc85d5f9b90141.jpg
11,99,콘치즈김치볶음밥,볶음,초스피드,쌀,밥/죽/떡,[재료] 밥 | 배추김치 | 피자치즈 종이컵 | 콘옥수수 | 청양고추(생략가능) [양념] 간장 | 설탕 | 참기름 또는 참기름 | 고춧가루 | 통깨,10,30,https://recipe1.ezmember.co.kr/cache/recipe/2018/09/12/d7cb1fd2ea4d8039cae67c2c409ca5371.jpg
8,100,햄치즈프렌치토스트,굽기,간식,밀가루,빵,[재료] 식빵 | 계란 | 햄 | 슬라이스치즈 | 마요네즈 살짝,5,15,https://recipe1.ezmember.co.kr/cache/recipe/2018/01/21/7228b90d190b6b6dcabce8648eeb71a31.jpg
7,101,베이컨에그토스트,굽기,간식,가공식품류,디저트,[재료] 식빵 | 베이컨 | 계란 | 슬라이스치즈 | 파슬리가루 약간 [양념] 딸기잼 약간,6,10,https://recipe1.ezmember.co.kr/cache/recipe/2019/04/22/9146f627a14df9e2e83ab8395ad874741.jpg
11,102,양배추말이,끓이기,다이어트,채소류,밥/죽/떡,[재료] 밥 | 양배추 | 굵은소금 | [달래간장] | 청양고추 | 깨소금 약간 | 달래 | 고추가루 | 다진마늘 | 간장,11,30,https://recipe1.ezmember.co.kr/cache/recipe/2015/03/26/f7e3631f31ef8554c6a342ea75d39c7c1.jpg
5,103,카레우동,끓이기,초스피드,밀가루,면/만두,[재료] 우유 | 카레가루 | 우동사리 | 양파(옵션),4,5,https://recipe1.ezmember.co.kr/cache/recipe/2016/07/10/1c39897a1198a4dde50102042dcd3f281.jpg
6,104,표고버섯굴소스볶음,볶음,일상,버섯류,밑반찬,[재료] 표고버섯 | 대파 약간 [양념] 들기름 | 다진마늘 | 굴소스. | 깨 약간,6,10,https://recipe1.ezmember.co.kr/cache/recipe/2016/01/21/9888a06ee3fdf49893e1fcf3ec0518191.jpg
4,105,치즈밥,볶음,일상,쌀,밥/죽/떡,[필수재료] 밥 | 스위트 콘 | 다진 김치 | 다진 양파 | 다진 햄 | 식용유 | 참기름 | 피자 치즈 [양념 재료] 고추장 | 케찹 | 올리고당,11,30,https://recipe1.ezmember.co.kr/cache/recipe/2016/12/30/625000764e98ac9d9f5ac876f593dd891.png
11,106,달걀볶음밥,볶음,일상,달걀/유제품,밥/죽/떡,[재료] 달걀 | 현미밥 [양념] 간장 | 참기름 | 소금 | 깨소금,6,15,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/a3d6e2de1288cf5dd54575ae9fdf4d96.jpg
3,107,고구마우유조림,조림,일상,채소류,디저트,[필수 재료] 고구마() [소스 재료] 버터 | 꿀 | 설탕 | 소금 약간 | 우유,6,30,https://recipe1.ezmember.co.kr/cache/recipe/2017/01/20/7f0a7fda1bbb7f38b87241ed6dabf84c1.png
13,108,얼큰수제비,끓이기,일상,밀가루,면/만두,[재료] 밀가루 | 청양고추 | 호박 | 양파 | 당근 | 파 | 계란 | 물 [양념] 고추가루 | 국간장 | 고추장 | 된장 | 다시다 | 국멸치 | 다시마 | 소금,16,30,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/23/e3298af1c62dae10c0a90be1c6ed35261.jpg
7,109,소면삶는법,끓이기,일상,밀가루,기타,[재료] 소면 | 물 | 여분의 찬물,3,5,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/27/c417f4bce0f79cc14cb5e2ea2ba60e791.jpg
5,110,게살볶음밥,볶음,일상,가공식품류,밥/죽/떡,[필수재료] 크래미 | 밥 | 양파 | 파프리카 | 달걀 | 쪽파 [양념재료] 굴소스,7,30,https://recipe1.ezmember.co.kr/cache/recipe/2017/03/10/be9fae1904bb44d595b43b51784130c51.jpg
9,111,정또띠,굽기,일상,밀가루,디저트,[재료] 또띠아 | 버터 | 달걀 | 양파 | 슬라이스치즈 [양념] 설탕,6,15,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/21/549d51f39b560872b14134f90a1854d51.jpg
5,112,달팽이김밥,기타,도시락,가공식품류,밥/죽/떡,[필수재료] 김 | 밥+ | 슬라이스치즈 | 슬라이스햄 [밥 밑간 재료] 소금 | 참기름,6,10,https://recipe1.ezmember.co.kr/cache/recipe/2019/04/12/b4f182f9375e6c8872d38231674e83491.jpg
7,113,버터간장계란밥,비빔,일상,달걀/유제품,밥/죽/떡,[재료] 밥 | 계란후라이 [양념] 버터 | 맛간장 | 참기름 | 참깨,6,5,https://recipe1.ezmember.co.kr/cache/recipe/2016/02/11/89ed9e129d2787d46bebf699481f4aec1.jpg
8,114,라면땅,볶음,야식,가공식품류,과자,[재료] 라면 | 설탕 T | 라면스프,3,5,https://recipe1.ezmember.co.kr/cache/recipe/2018/08/22/c26b2be35cbef7939ecd38dcc6cd6a431.jpg
8,115,콩나물덮밥,데치기,다이어트,채소류,밥/죽/떡,[재료] 콩나물 | 밥 | 굵은 파 [양념] 간장+ | 참기름 | 다진마늘 | 깨소금 | 고춧가루 | 물~ | 소금 약간,10,15,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/22/0e7ecafa829333c13ee89ad6aa9e538a1.jpg
8,116,또띠아샌드위치,굽기,일상,밀가루,빵,[재료] 또띠아 | 계란 | 양파 | 당근 | 대파 | 햄 | 베이컨 | 모짜렐라치즈 | 슬라이스치즈 | 식용유,10,30,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/05/eddcf79973d5095418551572dc98d0b81.jpg
2,117,돼지고기두부찌개,끓이기,일상,돼지고기,찌개,[재료] 두부 | 간돼지고기 | 양파 | 청량고추 | 파 [양념] 물 | 고추장 | 고추가루+ | 국간장 | 설탕 | 다진마늘 | 후추 적당량,12,30,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/10/91dac3442361f8af384dd2318e54a790.jpg
8,118,계란프라이샌드위치,굽기,간식,달걀/유제품,빵,[재료] 식빵 | 양상추 | 슬라이스치즈 | 계란 | 베이컨 식빵길이 | 스위트피클 [양념] 마요네즈 | 라즈베리잼,8,15,https://recipe1.ezmember.co.kr/cache/recipe/2015/07/17/7748eb03f9e2bdffc648d5020486bad1.jpg
7,119,베이컨볶음밥,볶음,일상,가공식품류,밥/죽/떡,[재료] 베이컨 | 계란 | 당근 | 대파 | 밥 [양념] 굴소스 | 간장,7,15,https://recipe1.ezmember.co.kr/cache/recipe/2015/12/09/fa1238780026fc801c7498e1dcbb4e101.jpg
7,120,봉골레파스타,볶음,일상,해물류,면/만두,[재료] 파스타면 | 바지락 | 슬라이스 마늘 약간 | 페페론치노 약간 | 청양고추 | 올리브오일 | 소금 | 후추 약간 | 화이트와인 (청주) | 파슬리가루 약간,10,30,https://recipe1.ezmember.co.kr/cache/recipe/2017/07/03/763d39368613aec94c2ddad3ee5a03451.jpg
7,121,바지락국,끓이기,일상,해물류,국/탕,[재료] 바지락 | 쪽파or다진파 | 청양고추 | 홍고추 [양념] 마늘 | 소금 | 청주 | 생강즙,8,30,https://recipe1.ezmember.co.kr/cache/recipe/2015/07/20/f2e641475573b68fe82cd5caa7418fce.jpg
3,122,요거트드레싱,기타,다이어트,채소류,양념/소스/잼,[드레싱 재료] 플레인요거트 | 마요네즈 | 올리고당(또는 꿀) | 레몬즙(또는 식초) | 소금 조금 | 후추 아주  [샐러드 재료] 샐러드 야채 | 토핑용 과일(생략가능) 조금 | 아몬드(생략가능),9,10,https://recipe1.ezmember.co.kr/cache/recipe/2017/03/07/36695ee8868e810ed941628784bc63931.jpg
19,123,김치스팸주먹밥,기타,도시락,쌀,밥/죽/떡,[재료] 스팸() | 도시락 김 | 신김치 | 쌀밥 | 달걀 [주먹밥 밑간] 참기름 | 소금 | 통깨,8,15,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/22/b2aeaa190b8b2251e76162bef70371b71.jpg
5,124,타코,볶음,일상,기타,빵,[재료] 밀또띠아 | 양상추 | 양송이버섯 | 양파 | 청양고추 | 체다치즈 | 토마토 | 다진소고기 [양념] 타코시즈닝 | 사워크림 | 과카몰리 | 살사소스,12,30,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/25/09595cae1fd29d07ee837fc1a371a9d51.jpg
11,125,계란롤볶음밥,볶음,일상,달걀/유제품,밥/죽/떡,[재료] 햄 | 양파 | 당근 | 호박 | 밥 | 다진마늘 | 계란 [양념] 소금 조금,8,30,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/17/ec43e1832a213cb07b86b18a588c7d48.jpg
8,126,머위나물된장무침,무침,일상,채소류,밑반찬,[재료] 머위 [양념] 된장 | 참치액 | 다진마늘 | 다진파 조금 | 참기름 | 통깨 조금,7,10,https://recipe1.ezmember.co.kr/cache/recipe/2016/04/12/b8f03b026ce4b087d271e6ba2ed1f43e1.jpg
15,127,봉골레스파게티,볶음,일상,해물류,면/만두,[재료] 스파게티면 | 모시조개(또는 바지락) | 마늘 | 페투치니 | 화이트와인 | 올리브오일 적당량,6,30,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/cfe320c20297903fc669053838147636.jpg
7,128,나폴리탄스파게티,볶음,일상,가공식품류,면/만두,[재료] 스파게티면 | 양파 중간것 or 작은것 | 비엔나 소시지~ | 케첩~ | 굴소스 | 설탕,6,15,https://recipe1.ezmember.co.kr/cache/recipe/2018/06/18/3e05ef379d3e2aa9ea3301bd93f28bd31.jpg
9,129,단호박에그슬럿,기타,다이어트,채소류,기타,[필수재료] 미니단호박 | 달걀 | 슬라이스치즈 | 소금 약간 | 후추 약간 | 파슬리가루 약간,6,10,https://recipe1.ezmember.co.kr/cache/recipe/2018/08/10/d0b9f9c09eb59344315b6b3b8debb0bf1_m.jpg
3,130,간장달걀밥,기타,초스피드,달걀/유제품,밥/죽/떡,[필수재료] 밥 | 달걀 [양념재료] 간장 | 참기름 [선택재료] 참깨 | 쪽파,6,5,https://recipe1.ezmember.co.kr/cache/recipe/2017/04/11/69725109ca9e62d21f9c20e42af20a421.jpg
6,131,라면,끓이기,일상,가공식품류,면/만두,[재료] 라면 | 파 약간 | 청양고추 [양념] 라면수프 | 굴소스 | 버터 약간 | 마요네즈 취향껏,7,5,https://recipe1.ezmember.co.kr/cache/recipe/2015/09/05/b98477372aecbc4b37a7ff6e489f76a81.jpg
8,132,계란마요네즈토스트,굽기,간식,밀가루,빵,[재료] 식빵 | 달걀 [양념] 마요네즈 | 딸기쨈 생략가능,4,5,https://recipe1.ezmember.co.kr/cache/recipe/2015/10/01/2c1d85ffe798080f177db112ade880451.jpg
9,133,치즈토스트,굽기,간식,가공식품류,디저트,[재료] 식빵 | 슬라이스 치즈 | 모짜렐라치즈 넉넉히 [양념] 버터 | 파슬리가루,5,15,https://recipe1.ezmember.co.kr/cache/recipe/2019/06/03/a5893212fd440b0ef0d0f91cffe8692e1.jpg
5,134,어묵볶음밥,볶음,일상,쌀,밥/죽/떡,[필수재료] 판 어묵() | 양파 | 대파 | 밥 [양념 재료] 간장 | 굴소스 | 참기름 | 참깨 [선택 재료] 달걀,9,10,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/06/fd078afdc24b144ced360356a2ceb2541.png
7,135,채소바나나샐러드,기타,일상,과일류,샐러드,[재료] 바나나+ | 파프리카 | 방울토마토 | 양상추 [양념] 플레인 요구르트 | 바나나,6,15,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/bb30ce0d0b4f70f8814454560c082768.jpg
7,136,된장라면,끓이기,야식,가공식품류,면/만두,[재료] 라면 | 애호박 | 감자(작은것) | 청양고추 | 홍고추 | 두부(작은것) | 양파 | 느타리버섯 조금 | 대파 조금 [양념] 된장+ | 쌈장 | 국물용멸치~ | 다시마 () | 쌈장 | 고추장 | 물,16,30,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/18/d4fa34e0ce8df3795576dc1981b12263.jpg
6,137,닭반,비빔,초스피드,가공식품류,밥/죽/떡,[재료] 찬밥 | 닭가슴살캔 | 양파 | 계란 [양념] 간장 | 사이다,6,10,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/18/f46201fc673c5ea4ca02acf156c91d37.jpg
4,138,비빔면,비빔,일상,가공식품류,면/만두,[재료] 라면사리 | 김가루 [양념] 진간장 | 고추장 | 고춧가루 | 설탕 | 식초 | 올리고당 | 다진마늘 | 후추 | 깨 | 사이다,12,15,https://recipe1.ezmember.co.kr/cache/recipe/2015/11/29/762f91153fc941b027e8568415db8f4c1.jpg
8,139,상추비빔밥,비빔,초스피드,채소류,밥/죽/떡,[쌈장재료] 참치캔 | 고추장. | 간장 | 물엿 | 토마토케첩 | 참기름. | 후추 [비빔밥재료] 밥 | 상추 | 달걀 | 참치쌈장 적당량,11,10,https://recipe1.ezmember.co.kr/cache/recipe/2019/04/06/f790edb9ffef5e49f4b3e573116a4ee61.jpg
7,140,도토리묵사발,기타,다이어트,가공식품류,국/탕,[재료] 도토리묵 | 오이 | 김치 | 동치미 육수(냉면육수) | 설탕 | 식초 | 통깨 약간,7,10,https://recipe1.ezmember.co.kr/cache/recipe/2019/06/05/4e363af2b32dc82533c7c21fbb7be38e1.jpg
7,141,옥수수전,부침,일상,곡류,디저트,[재료] 옥수수 통조림 | 튀김가루 | 물 [양념] 연유 기호,4,15,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/13/3348df20a48285754ed939f797118d831.jpg
6,142,계란후라이토스트,굽기,초스피드,밀가루,빵,[재료] 식빵 | 계란 | 슬라이스 햄 | 슬라이스치즈 | 양파 [앙념] 설탕 적당히 | 케찹 적당히,7,5,https://recipe1.ezmember.co.kr/cache/recipe/2018/10/03/04ceb678aaeec42497018166290498261.jpg
4,143,계란치즈볶음밥,볶음,초스피드,달걀/유제품,밥/죽/떡,[재료] 달걀 | 치즈 | 식용유 [양념] 맛소금 약간 | 후추 약간 | 간장,6,5,https://recipe1.ezmember.co.kr/cache/recipe/2016/08/09/bfa253e5632ee6969f04ff220693d56f1.jpg
6,144,꿀떡볶이,볶음,간식,쌀,디저트,[재료] 떡 | 버터 | 꿀 적당히 [선택재료] 으깬땅콩 약간,4,10,https://recipe1.ezmember.co.kr/cache/recipe/2019/02/22/ee9aac35a5b2ca6a9e6c6ae418efd0181.jpg
6,145,콘치즈파이,굽기,간식,밀가루,빵,[재료] 식빵 | 설탕 | 캔옥수수 | 마요네즈 적당히 | 피자치즈 적당히,5,15,https://recipe1.ezmember.co.kr/cache/recipe/2018/11/22/22f1f7b08f72d759186671d89472b45f1.jpg
7,146,훈제오리볶음밥,볶음,영양식,육류,밥/죽/떡,[재료] 훈제오리슬라이스 | 부추 | 양파 | 감자 | 당근 | 밥 [양념] 다진마늘 | 굴소스 | 깨소금 | 맛소금,10,10,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/19/03f43bd1e5df3a738f273fd7785ac6871.jpg
4,147,토마토스크램블에그,볶음,초스피드,달걀/유제품,양식,[재료] 토마토 | 달걀 | 우유 [양념] 소금 약간 | 후추 약간 | 파슬리가루 약간 | 올리브오일 약간,7,10,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/f6a948a6dfc1de3dc26ef80d5bd40358.jpg
8,148,당면볶이,끓이기,일상,가공식품류,면/만두,[재료] 당면 | 대파 | 어묵 | 물 적당량 [양념] 고추장 | 고추가루. | 설탕 | 올리고당 | 간장 | 맛술 | 후추 약간 | 다진마늘.,12,15,https://recipe1.ezmember.co.kr/cache/recipe/2016/10/06/2aec883af1fd8db30b182c0287863e6f1.jpg
7,149,골빔면,무침,야식,가공식품류,면/만두,[재료] 골뱅이통조림 | 비빔면 | 오이 | 파채 [양념] 초장,5,30,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/18/da0f4fd6c4847e087f4cd05c47cb9048.jpg
3,150,두부마요네즈,기타,초스피드,콩/견과류,양념/소스/잼,[재료] 두부 g | 두유 ml | 요리당 | 식초 작은술 | 소금 조금 | 통깨 조금,6,30,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/17/267f11cfb83c47b07f274eb3e1b9c7fd.jpg
4,151,닭가슴살라면,끓이기,야식,가공식품류,면/만두,[재료] 라면 | 닭가슴살캔 | 새송이버섯 | 대파 | 물 [양념] 된장,6,15,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/ebcbbe0b3825e933b5027bbc33716d83.jpg
3,152,고구마라떼,기타,초스피드,채소류,차/음료/술,[필수재료] 고구마 | 물 | 우유 | 꿀 약간 | 시나몬가루 약간,5,10,https://recipe1.ezmember.co.kr/cache/recipe/2016/12/23/1fb9c32c0fcc982edcc57fea2ea5a43b1.jpg
8,153,또띠아고르곤졸라피자,굽기,초스피드,달걀/유제품,빵,[재료] 또띠아 | 고르곤졸라치즈 | 모짜렐라치즈 | 저민 마늘 | 꿀,5,30,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/19/e58ee23ea5aa98090f8dd57138c3c6e5.jpg
6,154,쌈밥,기타,야식,채소류,밥/죽/떡,[재료] 쌈배추 | 사리곰탕면 | 김 | 밥 [양념] 쌈장(강된장),5,15,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/19/930d69b69b27914205d71166ee245aa2.jpg
19,155,카스텔라,기타,간식,콩/견과류,디저트,[재료] 고구마 | 바나나 | 땅콩 | 호두 | 아몬드 | 해바라기씨등) [양념] 카스테라 | 소금 | 꿀 | 계피가루 | 요거트,11,30,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/19/781a08f6f567c468aaf33e0dec6cabb4.jpg
3,156,단무지주먹밥,기타,초스피드,채소류,밥/죽/떡,[필수재료] 밥 | 단무지 | 체다치즈 | 조미김 [양념재료] 참기름 | 참깨,6,10,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/24/ac42781601bb5b8dfb60d6fed5e2e8601.jpg
12,157,매생이국,끓이기,일상,해물류,국/탕,[재료] 매생이 | 굴 | 다진 마늘 | 천일염 적당량 | 물 적당량 [양념] 참기름 | 조선간장+,7,15,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/fc7c7ca743fd254424a8c98b3eac24ed.jpg
4,158,표고버섯덮밥,볶음,일상,버섯류,밥/죽/떡,[재료] 생 표고버섯 | 당근 약간 | 양파 작은크기 | 대파 약간 [양념] 굴소스 | 다진 마늘 | 설탕 | 매실청 | 미림 | 후춧가루 약간 | 소금 약간 | 물 | 녹말물+ | 통깨 약간,14,15,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/28/422e8bcfdc4c9eecc42c34b6a8ed75c91.jpg
4,159,앳젓소스,데치기,일상,채소류,양념/소스/잼,[재료] 양배추 [양념] 다진마늘 | 고춧가루 | 다진청양고추 | 깨소금 약간 | 멸치액젓 | 참기름,7,15,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/b1f58bf5b38951daee040b4770b67abf.jpg
5,160,닭토구리,끓이기,야식,쌀,면/만두,[재료] 라면 | 닭가슴살캔 [양념] 토마토소스 | 물,4,30,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/d0d5b251935c5ec1e4a69c8d3d418bb2.jpg
6,161,묵비빔밥,비빔,다이어트,채소류,밥/죽/떡,[재료] 밥 | 도토리묵 | 상추 | 당근 | 새싹 | 김 [양념] 설탕 | 간장 | 고추가루 | 다진파 | 깨소금 | 참기름,12,10,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/e26d515cc4be005cad9896a04d6e368a.jpg
9,162,상추쌈밥,기타,일상,채소류,밥/죽/떡,[참치쌈장 재료] 참치통조림 () | 양파 | 파 | 다진마늘 | 고추장 | 고춧가루 | 매실청 | 꿀 | 맛술 | 간장 | 통깨 [쌈밥 재료] 상추~ | 밥 | 소금 적당량 | 깨 | 참기름,16,30,https://recipe1.ezmember.co.kr/cache/recipe/2017/10/25/864c3320faa12cab0c10bd3b25c1830b1.jpg
16,163,치킨퀘사디아,굽기,초스피드,닭고기,빵,[재료] 또띠아 | 닭가슴살 | 양송이버섯 | 양파 | 파프리카 | 모짜렐라치즈 [고기밑간] 후추 | 소금 | 미림 [퀘사디아 소스] 토마토소스,10,30,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/0e501f5729dac7e4f85cbccd67aeddf8.jpg
